375	简	14366	HSK3
376	掉	14325	HSK2
377	整	14249	HSK3
378	绝	14162	HSK3
379	表	14158	HSK2
380	划	14032	HSK2
381	声	14012	HSK2
382	唯	13995	HSK5
383	日	13886	HSK1
384	体	13780	HSK1
385	贝	13742	HSK4
386	士	13678	HSK4
387	气	13654	HSK1
388	物	13633	HSK2
389	改	13613	HSK2
390	选	13568	HSK2
391	消	13553	HSK3
392	主	13540	HSK2
393	入	13443	HSK2
394	乐	13425	HSK2
395	讲	13405	HSK2
396	夫	13265	HSK3
397	场	13261	HSK1
398	约	13212	HSK3
399	门	13093	HSK1
400	路	13075	HSK1
401	静	12990	HSK2
402	嘴	12885	HSK2
403	婚	12614	HSK3
404	除	12601	HSK3
405	衣	12577	HSK1
406	收	12568	HSK2
407	奇	12543	HSK3
408	闭	12296	HSK4
409	险	12226	HSK3
410	眼	12079	HSK2
411	官	12072	HSK4
412	故	11992	HSK2
413	甚	11987	HSK4
414	查	11970	HSK2
415	护	11875	HSK2
416	单	11801	HSK2
417	张	11748	HSK3
418	棒	11677	HSK5
419	迎	11563	HSK2
420	便	11427	HSK2
421	目	11234	HSK2
422	止	11210	HSK3
423	酒	11178	HSK2
424	乎	11137	HSK4
425	择	11113	HSK4
426	倒	10851	HSK2
427	讨	10740	HSK2
428	哥	10639	HSK1
429	危	10539	HSK3
430	虽	10497	HSK2
431	司	10473	HSK2
432	易	10366	HSK3
433	报	10313	HSK2
434	内	10216	HSK3
435	趣	10213	HSK4
436	终	10149	HSK3
437	功	10108	HSK3
438	跳	10107	HSK3
439	昨	10090	HSK1
440	克	10070	HSK2
441	随	10066	HSK2
442	靠	9990	HSK2
443	幸	9989	HSK3
444	各	9986	HSK3
445	轻	9982	HSK2
446	片	9964	HSK2
447	影	9957	HSK1
448	运	9934	HSK2
449	提	9783	HSK2
450	参	9762	HSK2
451	反	9722	HSK3
452	教	9683	HSK1
453	合	9677	HSK2
454	岁	9640	HSK1
455	顾	9631	HSK2
456	条	9570	HSK1
457	交	9567	HSK2
458	利	9470	HSK2
459	紧	9398	HSK3
460	容	9393	HSK3
461	制	9370	HSK3
462	校	9350	HSK1
463	冷	9302	HSK1
464	睛	9253	HSK2
465	神	9192	HSK3
466	师	9096	HSK1
467	战	8957	HSK4
468	敢	8927	HSK3
469	钟	8846	HSK2
470	厌	8772	HSK5
471	令	8763	HSK5
472	份	8727	HSK2
473	坏	8649	HSK1
474	拉	8640	HSK2
475	猜	8493	HSK5
476	狗	8481	HSK2
477	赢	8378	HSK3
478	派	8372	HSK3
479	未	8179	HSK4
480	飞	8149	HSK1
481	挺	8144	HSK2
482	论	8138	HSK2
483	责	8128	HSK3
484	式	8112	HSK3
485	糟	8093	HSK5
486	喔	8046	
487	替	8034	HSK4
488	鬼	7990	HSK5
489	哇	7916	HSK6
490	期	7896	HSK1
491	差	7884	HSK1
492	类	7836	HSK3
493	花	7663	HSK1
494	则	7635	HSK4
495	释	7605	HSK4
496	尽	7604	HSK3
497	休	7572	HSK1
498	代	7367	HSK3
499	脸	7351	HSK2
500	指	7210	HSK3
